ts,rpm,coolant_c,oil_c,iat_c,maf_kgph,vbatt_v,load_pct,thr_raw,thr2_raw,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
1768549252.7579849,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549252.8859248,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549253.0776763,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,32,200,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549253.2699037,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549253.4615495,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549253.5894523,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549253.7816494,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549253.973376,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549254.1652105,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549254.2611427,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549254.3570762,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,32,200,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549254.4859715,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549254.6929522,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549254.8850555,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549255.0931342,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549255.2529085,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549255.3808784,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549255.5727417,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549255.764714,0,21.0,17.278431260000005,42.0,0.0,11.8,56.078431372549026,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,143,161,160,120,118,128,0,128,0,0,0,0,0
1768549255.8606746,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549255.9566786,0,21.0,17.278431260000005,42.0,0.0,11.8,56.47058823529412,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,32,200,144,26,160,120,118,128,0,128,0,0,0,0,0
1768549256.0846417,0,21.0,17.278431260000005,42.0,0.0,9.8,58.82352941176471,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,150,92,160,120,98,128,0,128,0,0,0,0,0
1768549256.2931235,0,21.0,17.278431260000005,42.0,0.0,10.3,58.03921568627452,0,0,18,38,160,0,0,0,0,0,0,0,87,92,82,71,176,0,0,33,164,148,30,160,120,103,128,0,128,0,0,0,0,0
1768549256.46853,251,21.0,17.278431260000005,42.0,24.8,10.7,85.88235294117648,0,3,18,38,160,0,251,0,0,3,0,248,87,92,82,71,179,27,138,33,164,219,245,160,120,107,128,0,128,0,0,0,0,0
1768549256.660133,1280,21.0,17.278431260000005,42.0,13.3,11.0,63.92156862745099,0,3,18,38,160,5,0,0,0,3,0,133,87,92,82,71,214,12,251,33,164,163,161,160,120,110,128,0,128,0,0,0,0,0
1768549256.7880776,1473,21.0,17.278431260000005,42.0,16.7,11.5,58.03921568627452,0,3,18,38,160,5,193,0,0,3,0,167,87,92,82,71,224,8,250,33,164,148,84,160,120,115,128,0,128,0,0,0,0,0
1768549256.979981,1516,21.0,17.278431260000005,42.0,15.7,11.6,57.254901960784316,0,0,18,38,160,5,236,0,0,0,0,157,87,92,82,71,225,6,153,33,164,146,91,160,120,116,128,0,128,0,128,128,0,0
1768549257.1718588,1481,21.0,17.278431260000005,42.0,16.2,11.6,53.72549019607843,0,0,18,38,160,5,201,0,0,0,0,162,87,92,82,71,211,5,124,15,68,137,127,160,120,116,128,0,128,0,128,128,0,0
1768549257.3637743,1493,21.0,17.278431260000005,42.0,14.0,11.6,52.54901960784314,0,0,18,38,160,5,213,0,0,0,0,140,87,92,82,71,213,4,211,11,44,134,26,160,120,116,128,0,128,0,128,128,0,0
1768549257.4597824,1474,21.0,18.07450969,42.0,14.1,11.6,53.333333333333336,0,0,18,38,160,5,194,0,0,0,0,141,86,92,83,71,214,4,202,12,244,136,242,160,120,116,128,0,128,0,128,128,0,0
1768549257.5878668,1427,21.0,18.07450969,42.0,14.1,11.6,54.117647058823536,0,0,18,38,160,5,147,0,0,0,0,141,86,92,83,71,215,4,212,16,162,138,240,160,120,116,128,0,128,0,128,128,0,0
1768549257.7796574,1290,21.0,18.07450969,42.0,15.6,11.6,59.6078431372549,0,0,18,38,160,5,10,0,0,0,0,156,86,92,83,71,218,5,104,28,102,152,248,160,120,116,128,0,128,0,128,128,0,0
1768549257.9714694,1298,21.0,18.07450969,42.0,17.5,11.6,58.43137254901961,0,0,18,38,160,5,18,0,0,0,0,175,86,92,83,71,216,6,152,21,52,149,43,160,120,116,128,0,128,0,241,128,0,0
1768549258.1633353,1313,21.0,18.07450969,42.0,17.2,11.7,56.86274509803922,0,0,18,38,160,5,33,0,0,0,0,172,86,92,83,71,216,6,110,18,54,145,231,160,120,117,128,0,128,0,241,128,0,0
1768549258.2592869,1312,21.0,18.07450969,43.5,16.5,11.6,57.254901960784316,0,0,18,38,160,5,32,0,0,0,0,165,86,92,83,71,217,6,73,16,198,146,122,158,122,116,128,0,128,0,241,128,0,0
1768549258.3871844,1312,21.0,18.07450969,42.0,16.2,11.6,56.86274509803922,0,0,18,38,160,5,32,0,0,0,0,162,86,92,83,71,217,6,61,15,14,145,146,159,120,116,128,0,128,0,241,128,0,0
1768549258.579116,1291,21.0,18.07450969,43.5,16.3,11.6,56.86274509803922,0,0,18,38,160,5,11,0,0,0,0,163,86,92,83,71,217,6,45,12,140,145,1,159,122,116,128,0,128,0,241,128,0,0
1768549258.7710102,1271,21.0,18.07450969,43.5,16.4,11.6,57.254901960784316,0,0,18,38,160,4,247,0,0,0,0,164,86,92,83,71,217,6,63,11,228,146,12,159,122,116,128,0,128,0,241,128,0,0
1768549258.9628718,1265,21.0,18.07450969,42.75,16.1,11.6,64.70588235294117,0,0,18,38,160,4,241,0,0,0,0,161,86,92,83,71,218,6,239,9,220,165,92,160,121,116,128,0,128,0,241,128,0,0
1768549259.0588093,1257,21.0,18.07450969,42.75,19.3,11.6,62.74509803921569,0,0,18,38,160,4,233,0,0,0,0,193,86,92,83,71,218,6,208,9,48,160,115,160,121,116,128,0,128,0,241,128,0,0
1768549259.1867473,1269,21.0,18.07450969,42.0,18.6,11.6,59.6078431372549,0,0,18,38,160,4,245,0,0,0,0,186,86,92,83,71,220,7,85,7,152,152,20,161,120,116,128,0,128,0,241,128,0,0
1768549259.3788629,1282,21.0,18.07450969,41.25,15.8,11.7,54.90196078431373,0,0,18,38,160,5,2,0,0,0,0,158,86,92,83,71,220,5,63,4,128,140,50,161,119,117,128,0,128,0,241,128,0,0
1768549259.5708556,1231,21.0,18.07450969,42.0,15.6,11.8,56.078431372549026,0,0,18,38,160,4,207,0,0,0,0,156,86,92,83,71,219,5,24,4,106,143,230,160,120,118,128,0,128,0,241,128,0,0
1768549259.7627816,1192,21.0,18.07450969,37.5,16.4,11.9,57.64705882352941,0,0,18,38,160,4,168,0,0,0,0,164,86,92,83,71,217,5,60,4,0,147,122,150,114,119,128,0,128,0,241,128,0,0
1768549259.858675,1197,21.0,18.07450969,34.5,16.6,12.0,57.64705882352941,0,0,18,38,160,4,173,0,0,0,0,166,86,92,83,71,221,5,58,2,180,147,207,149,110,120,128,0,128,0,241,128,0,0
1768549259.9546158,1177,21.0,18.07450969,27.0,17.0,12.3,58.43137254901961,0,0,18,38,160,4,153,0,0,0,0,170,86,92,83,71,222,5,142,3,88,149,86,151,100,123,128,0,128,0,237,128,0,0
1768549260.0822217,1157,21.0,18.07450969,20.25,17.9,12.5,59.21568627450981,0,0,18,38,160,4,133,0,0,0,0,179,86,92,83,71,218,5,226,3,30,151,224,150,91,125,128,0,128,0,237,128,0,0
1768549260.290214,1142,21.0,18.07450969,24.75,18.3,13.3,60.00000000000001,0,0,18,38,160,4,118,0,0,0,0,183,86,92,83,71,222,6,123,2,174,153,42,138,97,133,128,0,128,0,237,128,0,0
1768549260.482335,1146,21.0,18.07450969,25.5,18.9,13.6,59.6078431372549,0,0,18,38,160,4,122,0,0,0,0,189,86,92,83,71,224,6,190,2,26,152,158,137,98,136,128,0,128,0,237,128,0,0
1768549260.6741023,1141,20.25,18.07450969,12.0,18.5,13.6,60.7843137254902,0,0,18,38,160,4,117,0,0,0,0,185,86,91,83,71,222,6,125,1,162,155,144,137,80,136,128,0,128,0,237,128,0,0
1768549260.8819773,1135,20.25,18.07450969,12.0,19.5,13.7,61.1764705882353,0,0,18,38,160,4,111,0,0,0,0,195,86,91,83,71,223,6,227,1,48,156,139,137,80,137,128,0,128,0,237,128,0,0
1768549261.0738616,1142,20.25,18.07450969,12.75,19.4,13.7,61.1764705882353,0,0,18,38,160,4,118,0,0,0,0,194,86,91,83,71,224,6,208,0,176,156,56,136,81,137,128,0,128,0,233,128,0,0
1768549261.2814825,1143,20.25,18.07450969,12.0,19.6,13.6,61.568627450980394,0,0,18,38,160,4,119,0,0,0,0,196,86,91,83,71,225,6,192,0,42,157,51,137,80,136,128,0,128,0,233,128,0,0
1768549261.4733138,1163,20.25,18.07450969,5.25,19.6,13.6,61.1764705882353,0,0,18,38,160,4,139,0,0,0,0,196,86,91,83,71,227,6,169,255,160,156,121,137,71,136,128,0,128,0,233,128,0,0
1768549261.6810942,1127,20.25,18.07450969,-0.75,20.0,13.6,62.352941176470594,0,0,18,38,160,4,103,0,0,0,0,200,86,91,83,71,225,6,124,255,66,159,238,136,63,136,128,0,128,0,233,128,0,0
1768549261.8733253,1107,20.25,18.07450969,3.75,20.0,13.7,61.9607843137255,0,0,18,38,160,4,83,0,0,0,0,200,86,91,83,71,225,7,177,254,220,158,175,145,69,137,128,0,128,0,233,128,0,0
1768549262.0812104,1112,20.25,18.07450969,3.75,19.8,13.6,61.9607843137255,0,0,18,38,160,4,88,0,0,0,0,198,86,91,83,71,226,7,21,254,122,158,120,145,69,136,128,0,128,0,229,128,0,0
1768549262.2727668,1111,20.25,18.07450969,4.5,19.5,13.6,62.352941176470594,0,0,18,38,160,4,87,0,0,0,0,195,86,91,83,71,226,6,225,254,14,159,141,143,70,136,128,0,128,0,229,128,0,0
1768549262.464569,1122,20.25,18.07450969,3.0,19.9,13.6,62.352941176470594,0,0,18,38,160,4,98,0,0,0,0,199,86,91,83,71,226,6,178,253,186,159,211,145,68,136,128,0,128,0,229,128,0,0
1768549262.5609195,1114,20.25,18.07450969,3.75,19.9,13.6,62.352941176470594,0,0,18,38,160,4,90,0,0,0,0,199,86,91,83,71,227,6,173,253,132,159,59,144,69,136,128,0,128,0,229,128,0,0
1768549262.6726682,1097,20.25,18.07450969,4.5,19.5,13.6,62.74509803921569,0,0,18,38,160,4,73,0,0,0,0,195,86,91,83,71,226,6,180,254,130,160,218,144,70,136,128,0,128,0,229,128,0,0
1768549262.880346,1100,20.25,18.07450969,4.5,20.2,13.7,62.74509803921569,0,0,18,38,160,4,76,0,0,0,0,202,86,91,83,71,226,6,192,254,20,160,207,144,70,137,128,0,128,0,229,128,0,0
1768549263.072108,1102,20.25,18.07450969,3.75,19.9,13.6,62.74509803921569,0,0,18,38,160,4,78,0,0,0,0,199,86,91,83,71,227,6,199,253,184,160,109,145,69,136,128,0,128,0,225,128,0,0
1768549263.2642312,1107,20.25,18.07450969,4.5,19.6,13.7,62.352941176470594,0,0,18,38,160,4,83,0,0,0,0,196,86,91,83,71,227,6,173,252,62,159,143,144,70,137,128,0,128,0,225,128,0,0
1768549263.360037,1105,20.25,18.07450969,3.75,20.0,13.6,62.74509803921569,0,0,18,38,160,4,81,0,0,0,0,200,86,91,83,71,227,6,163,253,46,160,54,144,69,136,128,0,128,0,225,128,0,0
1768549263.4563541,1100,20.25,18.07450969,3.75,19.0,13.6,62.74509803921569,0,0,18,38,160,4,76,0,0,0,0,190,86,91,83,71,226,6,150,253,14,160,54,144,69,136,128,0,128,0,225,128,0,0
1768549263.583909,1104,20.25,18.07450969,4.5,19.7,13.6,62.352941176470594,0,0,18,38,160,4,80,0,0,0,0,197,86,91,83,71,227,6,130,252,202,159,252,143,70,136,128,0,128,0,225,128,0,0
1768549263.7920148,1103,20.25,18.07450969,3.75,20.0,13.6,62.74509803921569,0,0,18,38,160,4,79,0,0,0,0,200,86,91,83,71,228,6,132,252,110,160,249,144,69,136,128,0,128,0,225,128,0,0
1768549263.951939,1102,20.25,18.07450969,3.75,20.0,13.7,62.74509803921569,0,0,18,38,160,4,78,0,0,0,0,200,86,91,83,71,228,6,131,252,18,160,193,144,69,137,128,0,128,0,221,128,0,0
1768549264.0798495,1098,20.25,18.07450969,3.75,19.4,13.7,62.74509803921569,0,0,18,38,160,4,74,0,0,0,0,194,86,91,83,71,227,6,121,251,224,160,193,144,69,137,128,0,128,0,221,128,0,0
1768549264.271693,1096,20.25,18.07450969,4.5,20.2,13.6,63.529411764705884,0,0,18,38,160,4,72,0,0,0,0,202,86,91,83,71,229,6,107,251,134,162,238,143,70,136,128,0,128,0,221,128,0,0
1768549264.4633727,1076,20.25,18.07450969,5.25,20.5,13.6,63.529411764705884,0,0,18,38,160,4,52,0,0,0,0,205,86,91,83,71,227,6,141,251,82,162,0,143,71,136,128,0,128,0,221,128,0,0
1768549264.559424,1081,20.25,18.07450969,4.5,20.2,13.6,63.529411764705884,0,0,18,38,160,4,57,0,0,0,0,202,86,91,83,71,227,6,179,251,34,162,26,143,70,136,128,0,128,0,221,128,0,0
1768549264.655412,1092,20.25,18.07450969,3.75,20.4,13.7,63.529411764705884,0,0,18,38,160,4,68,0,0,0,0,204,86,91,83,71,230,6,142,250,250,162,153,144,69,137,128,0,128,0,221,128,0,0
1768549264.7833922,1097,20.25,18.07450969,5.25,20.2,13.7,63.529411764705884,0,0,18,38,160,4,73,0,0,0,0,202,86,91,83,71,230,6,134,250,194,162,127,142,71,137,128,0,128,0,221,128,0,0
1768549264.991247,1087,20.25,18.07450969,3.75,20.0,13.7,63.529411764705884,0,0,18,38,160,4,63,0,0,0,0,200,86,91,83,71,228,6,113,250,106,162,70,144,69,137,128,0,128,0,217,128,0,0
1768549265.1511805,1090,20.25,18.07450969,5.25,19.7,13.6,63.529411764705884,0,0,18,38,160,4,66,0,0,0,0,197,86,91,83,71,229,6,50,250,12,162,15,142,71,136,128,0,128,0,217,128,0,0
1768549265.2791867,1076,20.25,18.07450969,3.75,20.1,13.6,63.92156862745099,0,0,18,38,160,4,52,0,0,0,0,201,86,91,83,71,228,6,90,249,226,163,21,143,69,136,128,0,128,0,217,128,0,0
1768549265.4713356,1078,20.25,18.07450969,5.25,20.0,13.7,63.92156862745099,0,0,18,38,160,4,54,0,0,0,0,200,86,91,83,71,228,6,107,249,156,163,20,141,71,137,128,0,128,0,217,128,0,0
1768549265.662748,1074,20.25,18.07450969,3.75,19.9,13.7,64.31372549019608,0,0,18,38,160,4,50,0,0,0,0,199,86,91,83,71,229,6,105,249,94,164,151,143,69,137,128,0,128,0,217,128,0,0
1768549265.7587166,1062,20.25,18.07450969,4.5,21.1,13.6,65.09803921568628,0,0,18,38,160,4,38,0,0,0,0,211,86,91,83,71,230,6,111,249,48,166,85,142,70,136,128,0,128,0,217,128,0,0
1768549265.886758,1063,20.25,18.07450969,4.5,21.0,13.6,65.09803921568628,0,0,18,38,160,4,39,0,0,0,0,210,86,91,83,71,230,6,197,249,6,166,29,143,70,136,128,0,128,0,217,128,0,0
1768549266.0787008,1062,20.25,18.07450969,5.25,20.9,13.7,65.09803921568628,0,0,18,38,160,4,38,0,0,0,0,209,86,91,83,71,230,6,192,248,194,166,2,142,71,137,128,0,128,0,213,128,0,0
1768549266.2705657,1068,20.25,18.07450969,4.5,20.8,13.6,64.70588235294117,0,0,18,38,160,4,44,0,0,0,0,208,86,91,83,71,230,6,174,248,110,165,175,144,70,136,128,0,128,0,213,128,0,0
1768549266.4625044,1070,20.25,18.07450969,5.25,20.9,13.7,64.70588235294117,0,0,18,38,160,4,46,0,0,0,0,209,86,91,83,71,231,6,170,248,60,165,175,143,71,137,128,0,128,0,213,128,0,0
1768549266.558464,1072,20.25,18.07450969,4.5,20.9,13.6,64.70588235294117,0,0,18,38,160,4,48,0,0,0,0,209,86,91,83,71,231,6,171,248,14,165,146,143,70,136,128,0,128,0,213,128,0,0
1768549266.6864247,1079,20.25,18.07450969,4.5,20.5,13.7,65.49019607843138,0,0,18,38,160,4,55,0,0,0,0,205,86,91,83,71,233,6,149,247,230,167,78,142,70,137,128,0,128,0,213,128,0,0
1768549266.8783355,1078,20.25,18.07450969,4.5,20.4,13.6,65.49019607843138,0,0,18,38,160,4,54,0,0,0,0,204,86,91,83,71,232,6,126,247,152,167,23,143,70,136,128,0,128,0,213,128,0,0
1768549267.0702477,1061,20.25,17.278431260000005,5.25,20.8,13.7,65.09803921568628,0,0,18,38,160,4,37,0,0,0,0,208,86,91,82,71,231,6,144,247,82,166,252,142,71,137,128,0,128,0,209,128,0,0
1768549267.2621443,1065,20.25,17.278431260000005,3.75,20.7,13.6,65.88235294117648,0,0,18,38,160,4,41,0,0,0,0,207,86,91,82,71,231,6,137,247,36,168,73,143,69,136,128,0,128,0,209,128,0,0
1768549267.3581321,1061,20.25,17.278431260000005,4.5,20.8,13.7,65.49019607843138,0,0,18,38,160,4,37,0,0,0,0,208,86,91,82,71,231,6,141,246,254,167,107,142,70,137,128,0,128,0,209,128,0,0
1768549267.486048,1063,20.25,17.278431260000005,5.25,20.5,13.7,65.09803921568628,0,0,18,38,160,4,39,0,0,0,0,205,86,91,82,71,231,6,147,246,214,166,141,143,71,137,128,0,128,0,209,128,0,0
1768549267.677954,1065,20.25,17.278431260000005,4.5,21.0,13.7,65.09803921568628,0,0,18,38,160,4,41,0,0,0,0,210,86,91,82,71,231,6,139,246,140,166,169,142,70,137,128,0,128,0,209,128,0,0
1768549267.869827,1076,20.25,17.278431260000005,4.5,20.6,13.7,65.09803921568628,0,0,18,38,160,4,52,0,0,0,0,206,86,91,82,71,232,6,135,246,64,166,85,143,70,137,128,0,128,0,209,128,0,0
1768549268.0621877,1072,20.25,17.278431260000005,6.0,21.1,13.7,65.09803921568628,0,0,18,38,160,4,48,0,0,0,0,211,86,91,82,71,232,6,146,245,254,166,58,141,72,137,128,0,128,0,205,128,0,0
1768549268.2256842,1079,20.25,17.278431260000005,4.5,20.9,13.6,65.09803921568628,0,0,18,38,160,4,55,0,0,0,0,209,86,91,82,71,232,6,138,245,212,166,30,143,70,136,128,0,128,0,205,128,0,0
1768549268.350031,1078,20.25,17.278431260000005,5.25,20.8,13.6,65.09803921568628,0,0,18,38,160,4,54,0,0,0,0,208,86,91,82,71,232,6,123,245,132,166,2,141,71,136,128,0,128,0,205,128,0,0
1768549268.4778516,1078,20.25,17.278431260000005,4.5,21.1,13.6,64.70588235294117,0,0,18,38,160,4,54,0,0,0,0,211,86,91,82,71,232,6,126,245,84,165,229,142,70,136,128,0,128,0,205,128,0,0
1768549268.670033,1083,20.25,17.278431260000005,5.25,20.8,13.7,64.70588235294117,0,0,18,38,160,4,59,0,0,0,0,208,86,91,82,71,233,6,124,245,2,165,175,142,71,137,128,0,128,0,205,128,0,0
